	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
29128	9.926432399	9.547972414	8.984825432	9.157749116	9.148993572	10.9428796	11.8957554	10.81275924	9.686647941	10.46498625
115426	9.111352971	9.596169439	8.605743957	9.31651868	8.34982569	9.013546284	9.011324271	9.208421665	9.12228808	8.067272469
51720	9.106817303	9.745169418	8.746754135	8.571033202	8.566700251	8.495237853	9.141106527	8.931944794	8.694999252	8.586473909
80329	2.160984708	5.102926827	3.025542685	1.868884273	5.781996982	6.561269613	5.631500125	4.4673447	3.250158169	3.994380593
80328	2.41692079	7.30650742	4.392317423	3.537308493	6.045477919	6.007206716	4.845811172	5.636360706	3.250158169	4.868676889
79465	5.886542831	6.385803743	7.110017605	4.636491219	6.724389701	8.029186166	7.859863975	8.110540207	7.008092421	7.036618718
8408	9.758975019	9.377537866	11.71283403	9.401020924	10.32929944	9.934584613	9.850386894	9.367690595	10.55760682	10.68312928
9706	8.29631102	8.128500143	8.326429487	8.455872136	8.201018722	8.908502808	8.976416624	8.769568119	8.545941735	8.933592702
25989	10.128066	10.9730774	10.33107693	9.703715353	9.915459502	10.62584635	9.868348934	9.947184116	10.09002096	10.10622896
54986	6.138413118	7.137721756	7.168492616	7.823139193	7.034515072	6.317674898	5.73954301	6.8111062	8.43200272	8.620333843
89766	0.901571685	0	6.63247617	0	6.565193494	0.825541427	3.245054451	5.199409299	5.877869376	6.176147213
7369	0	0	0	0	0	0	0	0	0	0
7372	9.288016814	9.557145259	9.673687678	9.292309438	9.723733291	10.26665538	9.981600245	9.355218715	9.395873616	9.597017111
84747	8.218563236	10.49634999	10.39369688	9.343277006	10.08026819	9.84415133	8.258895755	9.364138158	9.765604029	10.22902318
9094	8.99590449	8.848560662	10.27062904	9.668880199	9.267289991	9.345229584	9.478594302	9.124820513	9.158565511	9.575209639
23025	0.901571685	4.887515523	4.739540309	3.693353136	2.435655261	3.739329676	3.245054451	4.4673447	3.250158169	3.34036287
10497	9.088530677	9.59912807	10.33427329	9.15137	10.00021597	9.840510599	10.27254709	9.732533269	9.784298995	9.424811053
440279	0	1.758431108	0	1.868884273	0	0	0	0.857821792	0.960585845	5.822773479
201294	10.81555566	8.423759673	10.34064494	10.11084149	8.00443566	8.751931627	6.199179585	9.155971045	7.436173502	8.035683288
55898	10.99501141	11.46982113	12.39939238	11.22894143	11.84943829	11.32934833	11.51253604	11.12969683	10.92287975	11.7610149
146862	0.901571685	0	0	1.218037159	1.0721058	0	1.728138203	2.087259152	2.258307857	1.411317768
25972	9.301972366	8.748182784	8.997179481	8.7371777	8.710328096	8.974215237	8.847126268	9.249436097	9.12228808	8.928687432
90249	10.47371275	3.283744017	5.454738514	3.693353136	6.461075027	2.493954694	2.029982866	5.705366976	5.314297736	4.203780624
219699	7.941292389	8.35890961	10.64732989	9.556485746	10.86696453	9.872951082	8.947418947	8.312046131	9.282093407	9.589266501
222643	3.905389412	6.068524642	5.198270188	5.201986651	5.307020433	4.599049942	2.048933645	4.994090899	4.971267634	4.203780624
8633	0	2.062743429	3.934110716	5.607194176	2.703255772	7.004648576	2.841590764	2.741229664	4.172271479	3.559296014
137970	1.84967907	0	0	0	0	0	0	0	0	3.749330452
285175	0	0	4.95419631	1.868884273	1.68036937	0	0.824564212	1.781149852	3.511822218	2.933383791
54346	3.513073794	0	2.402094544	0	6.328811337	5.128326399	1.34596403	3.312636134	4.876870517	4.32819739
81622	11.43797959	9.353210356	11.1689407	10.46366802	10.71249003	9.978312913	9.61959495	10.43422768	9.558563636	10.27612918
340260	0	0	0	0	0	0	0	0	0	0
7374	9.288016814	10.37472761	9.761788726	8.961008281	9.262118107	10.23926675	10.43563172	9.992756537	10.51626754	9.809391291
64718	7.968346543	8.546545702	9.77596297	8.546526024	8.345626569	8.017582345	7.593240963	7.376485747	7.929332391	9.117486747
85451	9.597005003	9.003976297	10.66647763	9.298399883	9.190421029	9.447697584	9.361725599	9.898897907	9.808854642	9.863087452
391051	0	0	1.280124892	0	0	0	0.824564212	0	0	0
51733	2.8230156	0	0	4.473799897	1.68036937	1.347325492	0	1.781149852	2.258307857	2.110864324
400224	6.751822529	4.207713284	3.792553458	6.100962935	5.136626164	6.303640124	4.28571292	4.665074361	3.925154435	5.594037903
5976	11.29428571	12.08381832	12.43853198	11.54099001	11.7077867	12.07265642	11.8413543	11.86326253	11.74261815	11.57614522
26019	9.301972366	10.28846515	8.667871906	10.26651624	8.93493927	9.591814783	9.819943867	9.324473107	9.883003067	9.338676223
65110	9.352656579	8.620046765	9.676209042	9.032173593	9.190421029	9.392408662	9.749326765	9.587741706	10.12954744	9.860513903
65109	8.095763057	9.067304741	8.205967682	8.493520849	8.444181692	8.666775761	9.072518522	8.580459833	8.781288233	8.662310194
11045	0.901571685	1.758431108	4.40696517	0	0	1.347325492	3.65136173	1.392152534	4.383185866	3.129447887
7348	6.456241049	6.899313415	5.672425342	9.900726757	12.076693	9.072673128	11.55455964	10.36304314	10.85964574	10.51822058
7379	5.886542831	3.396885587	7.405749055	3.163112244	3.295767098	1.729705026	1.728138203	4.413370675	3.733245863	4.647682908
7380	0.901571685	0.843501526	2.747236999	3.362301553	2.106884289	2.281253134	0	0.857821792	1.940429889	5.060267923
100134938	6.530460961	10.42810333	9.856136494	11.8902441	6.425432449	7.655644489	5.149230908	4.845886424	6.041600019	7.917006809
80761	8.966164817	9.436620564	8.647458426	9.890683647	5.563966521	6.488693342	4.166892156	5.72765639	5.092232814	6.640320142
7378	10.21913487	9.521721346	10.37053169	9.882598423	8.388311823	9.954931723	7.776076345	8.485559658	8.124874523	8.003386918
151531	0	0	0	0	1.0721058	1.347325492	0.824564212	2.339622003	1.940429889	1.803061675
139596	7.578215675	7.451063537	7.238404739	7.753912686	7.416083919	7.694724217	7.648836423	8.110540207	7.557062333	7.467064234
55245	9.443591112	10.42811171	10.24877473	9.242637039	10.21082169	10.15089891	9.948210688	9.996203285	9.732293455	9.810724893
29796	11.1736945	11.21261469	11.14183343	12.63670935	12.08403888	11.21730513	11.60471005	11.69531134	11.4861058	11.7832649
10975	11.20903865	11.33656475	10.28391518	11.52289759	11.69920176	11.14190743	11.45624634	11.46430727	11.47127964	11.68669123
7381	11.33606096	10.93494627	10.33267594	11.58649765	11.92378567	11.0809847	11.81843834	11.58328256	12.552124	11.72927698
7384	12.62620653	12.21616997	13.44359111	12.84323017	13.0741302	12.37467342	13.48137321	12.37220356	12.62502125	12.85754309
7385	11.01753822	11.89479931	11.97282596	11.87535319	11.57279684	11.46518619	12.35174147	11.8413922	11.74221978	11.47882623
7386	10.66711154	10.78387036	12.31938988	11.41491932	10.82986866	10.50609124	10.97923454	10.85766211	10.51626754	11.25070381
440567	9.978442342	9.874117469	7.995968916	11.23768387	10.50813873	10.92814103	11.09308765	10.03022447	10.24764132	9.464329687
7388	11.77855061	11.38322324	8.870805168	12.22824216	11.56126322	12.22214101	12.31204344	11.64020051	12.08683325	11.11855609
27089	11.38417665	10.71871309	11.32891532	11.87178375	12.3654022	12.23513982	12.37328633	12.14886142	12.03085274	11.87154263
9875	9.273176436	9.864313691	10.78685304	9.494173968	10.09343143	10.94688654	9.996921551	10.02791387	10.28799293	9.859560565
9816	7.873486562	9.14831133	9.224346384	7.997980505	9.212038395	10.33638594	9.555997861	8.435661094	8.420097491	8.995890361
55665	10.22751571	10.91371468	11.81131733	9.868339518	10.38864268	10.00023386	9.472343982	9.887807172	9.802754802	10.05874968
81605	10.33710304	10.75763002	10.51837216	10.57823257	10.71343764	11.05556247	10.14867448	10.64578207	10.67829528	9.227231334
131669	1.452120959	0	6.120422448	0	4.13241233	0.825541427	0	3.426023167	1.532117437	3.994380593
7389	10.71409042	10.295778	12.05261658	10.77232332	11.32626285	10.52587224	10.22593957	10.58527909	10.62656982	11.19816734
7390	10.27882042	9.939773275	10.11949703	9.028514453	10.40633162	9.6484374	9.371834569	9.480267748	10.22729031	10.24193371
55850	9.155942467	8.450216134	10.08765232	9.220355835	9.511310291	9.389089434	8.812908257	8.700820109	8.868558371	9.180538515
7391	10.55587395	9.65706026	11.15725667	11.26825963	11.72056902	11.26289979	10.08558147	10.35232498	10.02862357	11.13781229
7392	10.96963136	10.76159661	14.14230083	11.92687892	11.72480479	10.77698237	11.4906696	11.03791993	10.79197373	11.1874265
10083	3.896165266	2.71393771	7.393544051	1.868884273	4.994172381	2.031677496	0	9.5585093	7.286845117	6.143832153
124590	2.160984708	0.843501526	6.028695117	2.931928843	3.123964106	4.287826867	1.728138203	0.857821792	0.960585845	4.067604301
7399	1.84967907	0	2.402094544	1.218037159	2.106884289	2.281253134	2.029982866	4.4673447	4.447155979	5.095713484
83878	5.821597978	2.062743429	5.545792345	5.149047954	5.919742894	5.362974779	3.559993427	6.609834729	6.593256652	6.675883662
84833	10.15357838	10.42727953	9.258397847	10.03991167	10.18098785	10.73772368	10.3107065	10.3030824	11.15127999	9.33311822
8615	9.936883324	9.279510297	8.472835812	9.957637075	9.959259101	10.43060999	11.20522003	10.44939423	10.51533528	10.05537802
9100	10.46665006	10.96449935	9.838078331	9.835208485	10.59194079	10.69198938	10.84174737	10.91705508	10.39682855	9.847577312
8237	11.15074333	10.56529309	14.41399618	11.20887306	11.02949802	10.39133479	10.33760384	11.02841272	10.74184404	11.65845041
219333	6.579211833	7.912413947	5.253342631	6.592317994	6.161127851	6.978384422	6.511091629	5.834205557	4.966910301	5.437084554
8975	7.336196788	8.065720395	8.495855027	8.69162768	7.434591534	7.904544309	9.193342024	8.663732782	9.671664013	9.106451708
9097	9.901966821	10.55922899	10.37519466	9.647568153	9.959259101	10.4450668	10.85622094	10.16188504	9.927131863	9.949172901
9958	9.88352368	9.205728992	7.124859535	9.233130228	8.254083307	9.266017679	9.105201651	9.268564222	9.350596252	8.789513431
10600	9.199195293	9.050110661	8.383086912	9.283125173	8.43501887	9.299994645	9.301302298	9.259031861	9.36101208	9.180538515
377630	0.901571685	0	0	0	0	0	0	0	0.960585845	0
391622	0.901571685	0	3.258729962	0	2.435655261	1.347325492	0	1.392152534	0.960585845	1.803061675
391627	0	0.011352507	3.258729962	0	3.295767098	1.729705026	2.029982866	1.392152534	1.532117437	2.110864324
11274	9.717926217	8.31998817	11.06983332	8.342552079	8.72167581	9.400673475	8.576971776	10.0167122	8.375585988	9.142912188
10869	10.69154969	10.99008212	12.06997714	11.65039116	10.79537832	11.06599303	10.48768903	10.46440311	10.57828701	10.85909329
7398	9.113615599	9.80789052	8.579046609	9.204227302	8.537031984	10.07236805	10.18543806	9.407926919	9.148980357	9.615450323
10868	10.25134263	9.006206843	10.95720574	9.922578457	10.09634027	9.760569101	8.996155962	9.689181902	9.83449491	9.409047619
27005	9.169055115	8.928360255	10.31498773	9.141239903	10.39810374	9.882424642	9.179979979	8.860622997	9.437806159	9.947961234
23326	11.66512616	12.63149296	13.11139187	12.11978481	12.49615103	12.754445	12.41828196	12.24543083	12.37485262	12.91680321
23358	10.6105635	9.97664159	10.72852794	10.07935398	9.193140919	10.42251538	10.48069994	10.26358576	10.02076192	9.930890616
29761	9.529132223	9.469326588	9.033029511	10.59564827	8.416517193	9.076805178	8.8852635	9.402741999	9.156175123	8.589585236
83844	0	0	0	0	0	0	0	1.392152534	0	0
389856	5.865218571	6.301130331	9.417551078	5.149047954	6.894469777	5.880565541	6.582468692	6.88237527	6.728113708	7.20024244
57646	8.31215825	9.915056091	7.895683727	8.836786983	8.506741168	9.186033001	10.26262107	8.837752173	8.654927402	9.060101711
57663	0	0	0	0	0	0	0	0.857821792	0	0
9099	5.90755889	4.766409645	7.368818102	1.868884273	7.339584594	5.159830981	3.818359765	7.809900577	7.897630699	8.551800145
84749	7.359261113	8.764087679	8.395381182	7.856545048	8.217143939	8.033444477	7.970434954	8.60173291	8.733988431	8.301600449
57478	8.358681527	9.531046482	8.431646776	8.276210964	8.065085953	8.389579287	7.713858686	8.969836025	8.862706159	8.629432032
84669	9.439989582	9.943269963	9.768893255	9.340328373	9.369420679	9.087083819	9.093032178	9.135279106	9.198606614	9.556251597
23032	10.12245958	10.65545613	9.238063373	8.714582451	8.921880202	9.869382397	10.13686759	10.19024891	10.40992972	9.88477846
9736	10.980209	11.83456637	10.59499102	10.6502447	10.5103215	11.28002505	11.01837129	10.91766111	11.10555486	10.92523434
57558	7.578215675	6.860386796	6.935796809	7.502803169	6.839974699	6.896595184	6.650481678	7.65570888	7.321390591	7.432827488
57602	10.02004431	10.98103791	10.85520222	9.843562923	9.830661133	9.856221171	9.687268418	9.689181902	9.987535611	9.821350517
57695	8.451039215	8.797957815	7.630397462	7.662429835	7.582997746	8.050353132	8.477497627	8.725948331	8.371470869	8.031113392
84640	8.998355461	9.115626074	7.343661871	8.160607125	8.295172911	9.22936633	8.856755428	9.071359922	8.637896386	8.832167853
10713	10.06866638	10.62239268	10.49142363	9.671228965	10.42264783	10.29796528	10.78551042	10.06126979	10.29186333	10.18650477
9960	8.535106599	8.834720379	7.95328212	8.039588069	9.17863871	9.434942167	8.460894065	8.731583784	8.684620998	8.382144129
55230	9.729774181	8.554493692	10.186468	9.538587825	10.09488658	9.746371724	9.843138895	10.82508598	10.07491493	9.880974274
84132	8.727046066	9.130017059	8.112253391	8.027612453	8.10607293	8.525785442	8.705098059	8.323066473	8.599705347	8.662310194
124739	8.821419721	7.496200273	6.952532762	8.433909203	9.487133181	10.17519073	8.464960631	9.024869551	8.8538834	7.814206884
84101	1.452120959	0.843501526	5.672425342	0	2.928881927	1.729705026	5.188499833	2.339622003	3.832383717	4.267333537
85015	7.745114278	7.702855596	5.545792345	6.308326287	5.996490437	7.113238958	6.535278488	7.820308544	8.023611324	7.473815317
64854	8.020594428	8.611281213	8.761076129	8.519823752	8.290099967	8.482835379	8.971993248	9.162121396	9.044293291	8.551800145
55031	10.16997722	10.17209105	9.324180547	9.635590621	9.962451274	10.24662138	10.01100412	10.22787197	10.18101121	10.27129354
84196	9.671074128	10.2093554	9.737850833	10.78647548	10.00176819	9.865804863	10.65155036	10.20024526	10.07491493	10.13845241
25862	2.41692079	3.691154458	5.454738514	5.302373891	3.83090431	4.229634064	3.245054451	3.426023167	3.733245863	3.835722002
7375	10.73481545	10.09768558	10.76688382	11.56518669	10.34528293	10.07443599	10.33760384	10.04250057	9.531154511	9.852765908
373509	0	0.942232976	0	0	0	0	0	0	0	0
158880	2.989938264	4.887515523	4.063011031	3.693353136	5.22433746	4.886130642	4.883982422	4.413370675	3.925154435	5.095713484
54532	7.961530147	8.344877752	5.861531126	7.076305755	8.636308861	8.96977819	9.396801265	8.536948477	10.09252341	8.062801702
159195	9.199195293	9.851964493	10.03950664	9.161429211	9.99399003	9.883604475	9.902454106	10.05907429	10.70061111	8.928687432
8078	11.04565538	12.00263312	11.74861218	10.77122897	11.49942567	10.89107699	11.57585011	11.30251133	11.30267947	11.59677939
9712	9.053605277	8.637420058	8.722563704	9.5965802	9.235977346	9.06852921	10.51302976	9.611907302	9.53851469	8.928687432
9098	7.119156942	6.613553753	6.81286527	5.302373891	5.919742894	5.564743979	5.675694573	6.484555473	7.363440944	6.210018635
7874	11.1173094	11.60216302	10.51132907	11.18688102	11.2777571	11.27058623	11.12680648	11.4273371	11.37846047	11.33700416
9101	9.370948463	10.94555064	8.240450768	9.133254746	9.103510491	9.681116278	9.739015357	9.571814255	9.422492464	9.537073347
8239	11.35578698	11.49585058	10.34540525	10.17348501	10.87121668	10.75135986	11.69906234	11.64166844	11.02400538	11.20376172
8287	0	0.843501526	0	0	0	0	0	0	0	0
10208	8.574435721	8.348398421	6.794415866	7.523749337	7.248377336	7.899887375	7.503160276	8.267102213	8.158701573	8.153893476
10090	3.513073794	4.077994919	7.27878117	4.473799897	4.72018542	6.738653011	3.122689282	4.108273531	6.224846778	6.710591563
8433	0	0	0	0	1.0721058	0	0	0	0	0
51118	8.738819505	9.01287842	8.043612995	7.944613097	8.740392655	9.700245496	9.443878043	9.342638076	9.639510928	9.522463443
10813	8.848840111	9.377537866	8.389247143	7.848266134	8.780734301	9.855018721	9.10318052	9.099406464	9.433864773	8.881234512
9724	9.251498743	9.372359267	8.339213563	9.103475609	9.001623808	9.578762515	9.521603384	9.230050707	9.262225951	9.492858825
84135	7.189481631	8.048507036	6.737609704	6.128571799	7.279424864	8.250179491	8.117864358	8.139921187	7.599906149	7.552453926
51096	9.343046881	9.578289279	8.557326989	8.348434717	8.599876031	9.405609731	9.445474489	9.137361604	9.447613082	9.336826082
27340	8.727046066	9.755814103	7.769129708	7.967727152	8.982883515	9.030688377	9.193342024	9.825881007	9.346408907	9.282108006
84294	7.715628468	8.298307312	7.946697529	7.513313872	7.299758427	8.091777573	7.816112625	7.620408995	8.420097491	8.119866592
57050	9.32753715	9.431650119	8.922690538	8.991401664	9.541506515	10.16649264	9.419719849	9.164165533	9.151382686	9.541867719
55813	9.450767312	9.918613129	8.993140498	9.103475609	9.782709313	10.27567058	9.817480484	9.593821159	9.617091269	9.626095214
7402	10.16562232	13.26643982	9.07567007	10.1568208	10.15052401	10.55726408	9.827309038	10.15367755	10.37541038	10.53848685
257313	1.452120959	2.062743429	2.402094544	1.218037159	2.106884289	2.843501526	0	1.781149852	3.099059506	2.933383791
2837	6.967305814	0.843501526	1.94751655	3.537308493	1.0721058	0	0	0	0.960585845	0
10911	1.452120959	4.684094965	2.95817452	2.526394383	0	0	0.824564212	0	1.532117437	0.871764811
7404	0	0	1.280124892	1.218037159	0	0	0	0	0	0
7405	9.169055115	9.375813803	9.291664102	9.451085386	8.238367955	8.304045066	7.166282612	8.63748708	8.493887464	8.614236474
80146	9.220344709	10.2054778	9.933901438	11.00611769	10.07732659	10.09087367	10.09069097	10.57763049	10.1692056	9.918572582
8409	10.19790347	10.3956724	11.8492934	9.784040307	10.15332022	9.567295402	10.23746609	10.38949551	10.71418618	10.3384867
55697	10.85259996	11.26152012	10.68161494	11.15786455	10.75544978	10.7629463	10.20441745	10.57532803	10.63088012	9.96483208
6843	7.883968986	6.972325042	7.985597768	7.750540183	6.823215638	6.248147697	6.129235613	6.327207703	6.854978061	6.837032442
6844	9.664916373	9.470942505	11.0220705	10.69825104	10.00950464	9.508613058	10.1209733	9.184450404	10.72016173	10.55130942
9341	11.06857771	10.09244611	10.72974215	10.73014123	10.05207824	10.51525464	9.738950357	10.669722	10.02600769	10.3198735
8674	7.835612113	7.917163194	6.678474789	8.360128081	7.791209784	8.275567231	7.061924131	7.65570888	7.839227728	8.357424444
10791	10.44614993	8.351910961	6.88438912	10.96650545	7.709975009	8.136011387	7.204491916	7.540827804	8.342328951	9.142912188
6845	9.155942467	9.73444561	8.326429487	8.417214551	8.830498728	9.587477135	9.583804875	9.724243706	9.888773533	9.312553548
8673	12.09882716	10.6099792	9.459138746	10.88386073	11.79765573	10.77125679	10.89002459	11.44803952	11.16144597	10.94054514
81839	9.438185336	10.07767361	10.39216402	9.890683647	9.962451274	10.94857866	11.19101688	10.36837255	9.83598911	9.932116699
57216	8.854262511	5.994595563	11.26837491	3.834165097	11.00339085	10.09087367	10.44603503	10.08843514	10.06348056	10.53526332
9218	11.28528182	11.55608885	11.41672212	10.61407761	10.67503795	10.95476615	11.52881518	11.4526465	11.67577056	11.23439761
9217	9.245321666	10.44465402	9.555410877	10.72562844	9.587716583	9.729410696	9.93349843	9.797188763	9.260001419	9.19081854
57176	9.534174464	9.790808685	10.46321782	9.571601731	9.687540678	9.562647696	9.16777012	9.834391407	9.75692237	9.982810232
7407	11.56947324	12.53591601	11.9396317	11.54355625	11.95937058	12.16603582	11.89841229	11.63394508	11.33948817	12.13669469
22846	8.689955354	8.340994799	8.995080542	10.17841388	8.724085074	8.622829347	6.982611467	8.324822302	9.147031638	9.386470835
79805	2.989938264	3.283744017	5.357552005	3.537308493	6.204911482	5.362974779	6.137317027	4.838941685	6.753635287	8.418184887
114990	11.12798091	7.079593582	13.17895378	11.70126855	10.72945301	9.610462	7.440505438	9.544452929	9.798162978	10.22202325
7408	12.36171156	11.94275288	8.947949841	11.62880207	10.11367185	10.38884423	10.41051675	11.9329592	10.85670455	10.78503186
57687	3.717298052	0	3.025542685	4.636491219	3.123964106	4.105694838	3.73727574	0	2.258307857	3.453978431
10493	11.37335985	13.08140593	13.80570069	12.13305106	12.32350138	12.08783527	12.62698552	11.54378846	11.97668165	12.39123134
7409	9.590522118	8.62586114	6.50779464	9.858067585	8.168217303	6.058253712	5.305624028	7.476477281	5.875546638	7.142096843
7410	10.44614993	9.561702267	10.67532699	9.858067585	10.29679097	10.46648397	9.879019845	10.38161065	10.27102677	9.694159187
10451	9.811486123	8.136667687	5.40696517	6.724848056	9.755364314	11.2116793	8.933836097	10.60121031	9.94108371	10.79044991
11023	0	0	0	1.218037159	2.106884289	0	6.866061049	4.357291592	0	5.229376425
25806	2.160984708	3.026800059	7.0176035	6.795450077	6.598731431	7.611722731	6.272956308	7.707089896	7.772129792	3.835722002
7411	9.034627039	9.69073485	7.963308806	8.282369374	8.762536848	9.333189796	10.04087696	9.561614448	9.399920024	9.724195436
7412	8.951062027	8.334263451	1.280124892	9.18791642	4.526738658	7.442719612	6.168579863	6.242907322	7.196679822	8.153893476
1462	8.554588852	12.25584638	7.210845674	10.3332948	11.88981795	10.9446273	12.36086338	8.530624042	11.53245869	11.72857152
7414	10.73775199	11.59699238	11.61766425	11.93031481	10.99951139	11.53141724	11.54640105	11.18912954	11.72417863	11.54603186
80124	9.160326773	9.113558562	7.971543554	8.509360145	7.732587366	8.812654167	8.834998414	8.49208431	8.970028216	8.561339503
7415	12.6787224	13.02091495	13.41839855	12.98921238	13.59034913	13.14093522	13.85598996	13.30010892	13.16037726	13.40496101
51480	0	0	0	1.868884273	1.0721058	0	0	0.857821792	0	0
51481	0	0.843501526	0	2.931928843	2.928881927	0	0	1.392152534	0.960585845	1.411317768
425054	0	0	0	3.362301553	3.83090431	0	0	0.857821792	0.960585845	1.803061675
26609	0.901571685	0	0	3.362301553	3.295767098	0	0	1.392152534	0	0.871764811
9084	0	0	0	1.218037159	0	0	0	0	0.960585845	0.871764811
7416	11.86199963	12.60395754	11.48590119	11.37729253	12.12235966	12.4286138	13.26057331	12.58686246	12.33630942	11.9413962
7417	10.92330683	12.06387935	11.11977486	11.40012775	11.06408397	10.94066509	11.70540491	11.34548137	11.77608321	11.16934549
7419	10.87877469	11.23418538	9.417551078	10.95112426	11.35083142	10.8998497	11.89198772	11.25246894	11.87133009	11.4422918
7421	9.930480704	7.788291578	8.370687407	8.886149241	9.230691775	9.865804863	8.520539325	9.053825446	8.740385571	8.411168175
7422	9.457907992	11.51281546	13.77221146	13.17942118	10.58367261	11.1105085	11.15634776	10.09273455	10.441681	10.14163549
7423	10.17648485	11.29383521	12.20836502	11.86513125	11.35326539	10.39299278	10.37577721	10.00078608	10.36095295	11.1935739
7424	6.156083076	5.168132542	5.896547959	7.145510354	6.183184764	6.877772466	8.594343267	8.032120684	8.627580575	8.898899116
139538	0	0	0	0	0	0	0	0	0	0
391518	0	0	0	0	0	0	0	0	1.940429889	0
27287	2.989938264	2.062743429	2.747236999	4.080239801	3.123964106	2.281253134	0	3.426023167	1.940429889	3.34036287
79674	3.977911823	8.420417977	7.759650543	7.523749337	5.136626164	5.096118454	2.988975468	6.273528944	4.623621087	6.892904621
7716	10.18941281	10.20158988	10.61877879	10.39143168	10.38388883	10.31380669	10.16329858	10.31232914	10.43873385	10.57033209
55591	9.534208321	9.845750026	8.066858243	8.620487075	9.123553947	9.392408662	9.991468275	9.306076504	10.30702624	9.676710635
7425	1.452120959	4.207713284	4.392317423	1.218037159	3.83090431	2.281253134	2.279501011	2.554367826	3.733245863	3.34036287
51442	7.925925265	8.797957815	6.574187813	7.381824109	3.123964106	6.04143794	0	3.629111778	4.383185866	3.21704455
245806	0	0.843501526	0	0	0	0	0	0	0	0
389136	4.198580587	6.226562476	3.934110716	6.283979168	3.83090431	4.548054322	3.65136173	3.531131892	7.851098745	6.12680151
9686	10.27232395	11.09436666	11.65787983	12.04464688	10.91668026	10.38299951	10.6764975	10.83615484	10.89625005	11.25097898
391104	0	0	0	0	0	0	0	0	0	0
7428	9.643154689	10.27834909	9.63532942	10.68900853	9.500370861	10.02610676	10.34360869	9.664843682	9.286471359	10.0223735
7429	8.904780916	1.37233924	5.081386501	2.315798063	1.68036937	3.653404021	0	10.09273455	8.512694643	4.32819739
50853	9.022637461	8.031086367	10.05315017	7.076305755	7.694700541	6.607701667	6.24389753	6.950287599	7.110412315	7.984601882
7431	13.20141456	12.47289725	16.0567514	14.21150307	15.57087284	14.55640226	15.51871284	13.35302329	17.22141853	14.54446975
63894	9.003244667	8.718560959	9.476601623	8.472127865	9.587716583	9.220056134	9.34984183	9.080047885	9.031308896	9.314435059
7433	3.275096468	5.290317495	4.814699094	4.189144553	5.838682056	6.372487255	4.497503792	4.357291592	4.829651708	5.801463929
7434	4.721006197	1.37233924	7.071615741	4.189144553	5.918956234	3.872316586	4.12287975	4.477903945	7.742289223	6.485520213
7432	0.901571685	0	0	1.218037159	0	0	0	0.857821792	2.258307857	3.21704455
5212	0	0	5.454738514	0	1.68036937	0.825541427	3.245054451	2.554367826	0.960585845	1.411317768
154807	9.149341431	9.714120994	8.81240645	9.349156474	9.193140919	9.667741718	10.13390074	9.153915256	9.163334186	9.471093346
79001	10.11457382	11.07541343	11.38932405	10.93264358	11.82640965	10.49841025	11.63160234	10.11826536	10.40087239	10.99376938
7436	9.412687544	9.234554729	9.825367632	10.70154091	9.553812427	9.585984799	10.46343221	9.018104181	8.627580575	8.794752781
203547	9.994490911	10.10394802	10.08575699	9.566614258	9.775467897	10.43302954	10.44443941	10.21215017	9.968589185	9.878432617
400673	6.863584174	5.168132542	6.831080449	6.155664242	7.9346368	7.866861008	9.000505982	7.177773316	7.959256057	7.6209573
284013	7.145932146	5.482012491	4.95419631	7.584822733	7.406740734	4.287826867	2.841590764	4.4673447	3.733245863	5.197102649
57191	1.452120959	1.758431108	3.459431619	3.834165097	3.295767098	2.031677496	1.728138203	2.087259152	3.386907491	1.803061675
317701	0	0	0	0	0	0	0	0	0	0
317703	0	0	0	0	0	0	0	0	0	0
317705	0	0	0	0	1.0721058	0	0	0	0	0.871764811
8876	2.41692079	4.326717099	3.258729962	3.962447226	7.010043536	4.640285432	1.34596403	10.1872365	9.52746039	6.257740458
8875	5.682213702	4.326717099	3.792553458	6.308326287	3.938568092	2.843501526	2.279501011	5.72765639	6.130589095	3.34036287
55350	1.84967907	5.102926827	1.280124892	0	3.714564249	4.808745422	1.728138203	6.852261076	6.702131119	4.740177423
81552	11.39723641	10.56907026	12.14970175	11.2736797	11.80167138	10.81643699	11.0311844	11.77973101	11.71568162	11.82478217
9730	9.160523681	9.654388995	10.17167721	9.383824584	9.437092463	9.753203877	9.785206085	9.482202523	9.050175705	9.587633521
7441	0	0	0	0	0	0	0	0	0	0
29802	6.027598631	3.858528121	5.198270188	3.834165097	3.588012978	2.679288666	0.824564212	3.426023167	5.092232814	3.657445651
55823	10.12245958	10.20838691	10.16688036	10.7458259	10.62454765	9.969450416	10.03452745	9.887807172	10.08625925	10.39025367
23230	8.953590309	8.344877752	6.985435535	9.021167658	7.349372355	8.759663192	8.938378134	9.155971045	8.260128245	7.27944158
157680	8.801910403	9.11975249	8.300515927	9.642789103	8.411854143	9.17836209	8.54754584	8.462487958	9.031308896	8.858200181
54832	10.68927609	9.775563699	8.043612995	9.325493454	9.409734808	9.838078331	9.074583037	9.982366893	10.06092718	10.1405752
55187	10.35729236	9.286868676	9.864849446	10.38572222	10.17961704	9.812288833	10.58068717	10.22493719	9.855273714	9.841065175
64601	10.26667271	9.843256851	10.7973141	10.57823257	10.4794917	10.53343876	9.880200628	10.53165935	9.472015528	10.26067554
